"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
2009-10-07,"13:54:00",0.516,"0.062","240.540","2.200","0.000","0.000","1.000"
2009-10-07,"13:55:00",0.426,"0.060","240.180","1.800","0.000","0.000","1.000"
2009-10-07,"13:56:00",0.412,"0.070","239.720","1.800","0.000","0.000","0.000"
2009-10-07,"13:57:00",0.404,"0.070","239.610","1.800","0.000","0.000","1.000"
2009-10-07,"13:58:00",0.404,"0.070","240.120","1.800","0.000","0.000","1.000"
2009-10-07,"13:59:00",0.404,"0.070","240.090","1.600","0.000","0.000","0.000"
2009-10-07,"14:00:00",0.4,"0.070","240.360","1.600","0.000","0.000","1.000"
2009-10-07,"14:01:00",0.404,"0.068","240.870","1.600","0.000","0.000","1.000"
2009-10-07,"14:02:00",0.404,"0.068","241.510","1.600","0.000","0.000","0.000"
2009-10-07,"14:03:00",0.406,"0.068","241.340","1.800","0.000","0.000","1.000"
2009-10-07,"14:04:00",0.408,"0.068","242.000","1.800","0.000","0.000","1.000"
2009-10-07,"14:05:00",0.406,"0.068","241.650","1.800","0.000","0.000","0.000"
2009-10-07,"14:06:00",0.408,"0.068","241.210","1.800","0.000","0.000","1.000"
2009-10-07,"14:07:00",0.408,"0.068","241.450","1.800","0.000","0.000","0.000"
2009-10-07,"14:08:00",0.408,"0.068","241.380","1.800","0.000","0.000","1.000"
2009-10-07,"14:09:00",0.408,"0.068","241.070","1.800","0.000","0.000","1.000"
2009-10-07,"14:10:00",0.408,"0.070","240.670","1.800","0.000","0.000","0.000"
2009-10-07,"14:11:00",0.448,"0.000","240.460","2.000","0.000","0.000","1.000"
2009-10-07,"14:12:00",0.51,"0.060","240.070","2.200","0.000","0.000","1.000"
2009-10-07,"14:13:00",0.506,"0.060","240.340","2.000","0.000","0.000","0.000"
2009-10-07,"14:14:00",0.844,"0.192","239.520","4.000","0.000","0.000","5.000"
2009-10-07,"14:15:00",1.21,"0.312","238.880","5.200","0.000","0.000","11.000"
2009-10-07,"14:16:00",1.24,"0.316","239.330","5.200","0.000","0.000","12.000"
2009-10-07,"14:17:00",1.262,"0.312","238.950","5.400","0.000","0.000","12.000"
2009-10-07,"14:18:00",1.324,"0.368","238.580","5.800","0.000","0.000","12.000"
2009-10-07,"14:19:00",0.78,"0.310","239.850","3.600","0.000","1.000","3.000"
2009-10-07,"14:20:00",0.652,"0.284","240.060","3.000","0.000","1.000","1.000"
2009-10-07,"14:21:00",0.65,"0.284","239.790","3.000","0.000","2.000","1.000"
2009-10-07,"14:22:00",0.648,"0.286","240.360","2.800","0.000","1.000","0.000"
2009-10-07,"14:23:00",0.646,"0.286","240.260","2.800","0.000","1.000","1.000"
2009-10-07,"14:24:00",0.646,"0.284","239.950","2.800","0.000","2.000","1.000"
2009-10-07,"14:25:00",0.646,"0.284","240.060","2.800","0.000","1.000","0.000"
2009-10-07,"14:26:00",0.58,"0.184","240.380","2.400","0.000","2.000","1.000"
2009-10-07,"14:27:00",0.556,"0.152","240.290","2.400","0.000","1.000","1.000"
2009-10-07,"14:28:00",0.556,"0.152","240.130","2.400","0.000","2.000","0.000"
2009-10-07,"14:29:00",0.554,"0.150","239.780","2.400","0.000","1.000","1.000"
2009-10-07,"14:30:00",0.554,"0.152","240.240","2.400","0.000","1.000","1.000"
2009-10-07,"14:31:00",0.55,"0.152","240.190","2.400","0.000","2.000","0.000"
2009-10-07,"14:32:00",0.536,"0.130","240.520","2.200","0.000","1.000","1.000"
2009-10-07,"14:33:00",0.486,"0.050","240.750","2.000","0.000","1.000","1.000"
2009-10-07,"14:34:00",0.484,"0.050","240.930","2.000","0.000","2.000","0.000"
2009-10-07,"14:35:00",0.482,"0.050","240.970","2.000","0.000","1.000","1.000"
2009-10-07,"14:36:00",0.486,"0.052","241.790","2.000","0.000","1.000","0.000"
2009-10-07,"14:37:00",0.486,"0.052","241.650","2.000","0.000","2.000","1.000"
2009-10-07,"14:38:00",0.484,"0.052","241.440","2.000","0.000","1.000","1.000"
2009-10-07,"14:39:00",0.618,"0.048","241.180","2.600","0.000","1.000","0.000"
2009-10-07,"14:40:00",0.778,"0.046","240.970","3.200","0.000","1.000","1.000"
2009-10-07,"14:41:00",0.78,"0.000","241.030","3.200","0.000","2.000","1.000"
2009-10-07,"14:42:00",0.834,"0.068","241.130","3.400","0.000","1.000","0.000"
2009-10-07,"14:43:00",0.938,"0.162","241.140","3.800","0.000","2.000","1.000"
2009-10-07,"14:44:00",0.736,"0.168","241.440","3.200","0.000","2.000","1.000"
2009-10-07,"14:45:00",0.63,"0.170","241.500","2.600","0.000","2.000","0.000"
2009-10-07,"14:46:00",1.702,"0.158","240.210","8.400","0.000","19.000","1.000"
2009-10-07,"14:47:00",2.856,"0.144","238.760","11.800","0.000","39.000","1.000"
2009-10-07,"14:48:00",2.858,"0.144","239.030","11.800","0.000","39.000","0.000"
2009-10-07,"14:49:00",2.852,"0.144","238.980","11.800","0.000","38.000","1.000"
2009-10-07,"14:50:00",2.862,"0.142","238.980","12.000","0.000","40.000","1.000"
2009-10-07,"14:51:00",2.866,"0.140","238.920","12.000","0.000","39.000","0.000"
2009-10-07,"14:52:00",2.872,"0.142","239.470","12.000","0.000","39.000","1.000"
2009-10-07,"14:53:00",2.862,"0.142","239.260","11.800","0.000","39.000","0.000"
2009-10-07,"14:54:00",0.85,"0.162","241.080","4.400","0.000","7.000","1.000"
2009-10-07,"14:55:00",0.56,"0.190","240.990","2.400","0.000","3.000","1.000"
2009-10-07,"14:56:00",1.676,"0.226","240.390","8.400","0.000","21.000","0.000"
2009-10-07,"14:57:00",0.4,"0.156","242.020","1.800","0.000","2.000","1.000"
2009-10-07,"14:58:00",0.372,"0.134","242.030","1.600","0.000","2.000","1.000"
2009-10-07,"14:59:00",0.372,"0.062","242.370","1.600","0.000","2.000","0.000"
2009-10-07,"15:00:00",0.348,"0.000","243.090","1.400","0.000","1.000","1.000"
2009-10-07,"15:01:00",0.354,"0.000","243.700","1.400","0.000","1.000","1.000"
2009-10-07,"15:02:00",0.354,"0.000","243.000","1.400","0.000","2.000","0.000"
2009-10-07,"15:03:00",0.34,"0.000","242.810","1.400","0.000","1.000","1.000"
2009-10-07,"15:04:00",0.338,"0.000","243.110","1.400","0.000","1.000","1.000"
2009-10-07,"15:05:00",0.312,"0.000","243.440","1.400","0.000","0.000","0.000"
2009-10-07,"15:06:00",0.388,"0.000","242.900","1.800","0.000","1.000","1.000"
2009-10-07,"15:07:00",0.424,"0.076","242.850","1.800","0.000","1.000","1.000"
2009-10-07,"15:08:00",0.432,"0.072","243.050","1.800","0.000","1.000","0.000"
2009-10-07,"15:09:00",0.412,"0.072","242.380","1.600","0.000","1.000","1.000"
2009-10-07,"15:10:00",0.408,"0.096","241.700","1.800","0.000","1.000","1.000"
2009-10-07,"15:11:00",0.478,"0.116","241.770","2.000","0.000","2.000","0.000"
2009-10-07,"15:12:00",0.456,"0.114","241.830","1.800","0.000","2.000","1.000"
2009-10-07,"15:13:00",0.452,"0.112","241.030","1.800","0.000","2.000","1.000"
2009-10-07,"15:14:00",0.564,"0.238","241.510","2.600","0.000","2.000","0.000"
2009-10-07,"15:15:00",0.506,"0.252","241.580","2.200","0.000","1.000","1.000"
2009-10-07,"15:16:00",0.446,"0.216","242.060","2.000","0.000","0.000","0.000"
2009-10-07,"15:17:00",0.442,"0.218","242.150","2.000","0.000","0.000","1.000"
2009-10-07,"15:18:00",0.436,"0.216","241.820","2.000","0.000","0.000","1.000"
2009-10-07,"15:19:00",0.42,"0.216","241.840","1.800","0.000","0.000","0.000"
2009-10-07,"15:20:00",0.418,"0.216","241.790","1.800","0.000","0.000","1.000"
2009-10-07,"15:21:00",0.416,"0.214","241.410","1.800","0.000","0.000","1.000"
2009-10-07,"15:22:00",0.414,"0.214","240.920","1.800","0.000","0.000","0.000"
2009-10-07,"15:23:00",0.414,"0.214","241.030","1.800","0.000","0.000","1.000"
2009-10-07,"15:24:00",0.374,"0.154","240.890","1.600","0.000","0.000","1.000"
2009-10-07,"15:25:00",0.346,"0.112","240.950","1.400","0.000","0.000","0.000"
2009-10-07,"15:26:00",0.346,"0.112","241.240","1.400","0.000","0.000","1.000"
2009-10-07,"15:27:00",0.346,"0.112","241.270","1.400","0.000","0.000","1.000"
2009-10-07,"15:28:00",0.312,"0.046","241.210","1.400","0.000","0.000","0.000"
2009-10-07,"15:29:00",0.268,"0.000","241.590","1.000","0.000","0.000","1.000"
2009-10-07,"15:30:00",0.268,"0.000","241.790","1.000","0.000","0.000","1.000"
2009-10-07,"15:31:00",0.268,"0.000","241.860","1.000","0.000","0.000","0.000"
2009-10-07,"15:32:00",0.702,"0.092","240.450","3.200","0.000","0.000","8.000"
2009-10-07,"15:33:00",0.914,"0.138","240.390","3.800","0.000","0.000","11.000"
2009-10-07,"15:34:00",0.95,"0.142","240.880","4.000","0.000","0.000","12.000"
2009-10-07,"15:35:00",0.966,"0.138","240.530","4.000","0.000","0.000","12.000"
2009-10-07,"15:36:00",0.782,"0.096","240.920","3.400","0.000","0.000","10.000"
2009-10-07,"15:37:00",0.278,"0.000","241.840","1.200","0.000","0.000","0.000"
2009-10-07,"15:38:00",0.274,"0.000","241.240","1.200","0.000","0.000","1.000"
2009-10-07,"15:39:00",0.276,"0.000","241.180","1.200","0.000","0.000","1.000"
2009-10-07,"15:40:00",0.276,"0.000","241.800","1.200","0.000","0.000","0.000"
2009-10-07,"15:41:00",0.276,"0.000","241.670","1.200","0.000","0.000","1.000"
2009-10-07,"15:42:00",0.276,"0.000","241.210","1.200","0.000","0.000","1.000"
2009-10-07,"15:43:00",0.278,"0.000","241.580","1.200","0.000","0.000","0.000"
2009-10-07,"15:44:00",0.274,"0.000","241.490","1.200","0.000","0.000","1.000"
2009-10-07,"15:45:00",0.38,"0.096","241.230","1.600","0.000","0.000","0.000"
2009-10-07,"15:46:00",0.382,"0.112","241.480","1.600","0.000","0.000","1.000"
2009-10-07,"15:47:00",0.378,"0.112","241.610","1.600","0.000","0.000","1.000"
2009-10-07,"15:48:00",0.376,"0.112","241.410","1.600","0.000","0.000","0.000"
2009-10-07,"15:49:00",0.374,"0.114","241.690","1.600","0.000","0.000","1.000"
2009-10-07,"15:50:00",0.374,"0.114","242.040","1.600","0.000","0.000","1.000"
2009-10-07,"15:51:00",0.372,"0.114","242.370","1.600","0.000","0.000","0.000"
2009-10-07,"15:52:00",0.374,"0.114","242.330","1.600","0.000","0.000","1.000"
2009-10-07,"15:53:00",0.372,"0.114","241.830","1.600","0.000","0.000","1.000"
2009-10-07,"15:54:00",0.506,"0.110","241.500","2.200","0.000","0.000","0.000"
2009-10-07,"15:55:00",0.558,"0.108","241.620","2.200","0.000","0.000","1.000"
2009-10-07,"15:56:00",0.518,"0.112","241.380","2.200","0.000","0.000","1.000"
2009-10-07,"15:57:00",0.416,"0.098","241.400","1.800","0.000","0.000","0.000"
2009-10-07,"15:58:00",0.858,"0.134","240.770","5.000","0.000","5.000","1.000"
2009-10-07,"15:59:00",2.69,"0.092","238.790","11.200","0.000","39.000","1.000"
2009-10-07,"16:00:00",2.658,"0.046","239.040","11.000","0.000","38.000","0.000"
2009-10-07,"16:01:00",2.656,"0.048","239.160","11.000","0.000","38.000","1.000"
2009-10-07,"16:02:00",2.66,"0.048","239.540","11.000","0.000","39.000","0.000"
2009-10-07,"16:03:00",2.652,"0.048","239.420","11.000","0.000","38.000","1.000"
2009-10-07,"16:04:00",2.664,"0.048","239.430","11.000","0.000","38.000","1.000"
2009-10-07,"16:05:00",2.676,"0.046","239.500","11.000","0.000","39.000","0.000"
2009-10-07,"16:06:00",2.674,"0.046","239.570","11.000","0.000","39.000","1.000"
2009-10-07,"16:07:00",2.684,"0.048","240.150","11.000","0.000","38.000","1.000"
2009-10-07,"16:08:00",1.34,"0.060","241.080","7.200","0.000","18.000","0.000"
2009-10-07,"16:09:00",0.438,"0.068","242.030","1.800","0.000","2.000","1.000"
2009-10-07,"16:10:00",0.43,"0.076","242.410","1.800","0.000","2.000","1.000"
2009-10-07,"16:11:00",0.384,"0.118","242.480","1.600","0.000","0.000","0.000"
2009-10-07,"16:12:00",0.384,"0.120","242.030","1.600","0.000","1.000","1.000"
2009-10-07,"16:13:00",0.462,"0.084","242.170","2.000","0.000","1.000","1.000"
2009-10-07,"16:14:00",0.458,"0.000","242.400","2.000","0.000","1.000","0.000"
2009-10-07,"16:15:00",0.382,"0.000","242.180","1.600","0.000","2.000","1.000"
2009-10-07,"16:16:00",0.472,"0.070","242.000","2.000","0.000","2.000","1.000"
2009-10-07,"16:17:00",0.466,"0.142","242.650","2.000","0.000","1.000","0.000"
2009-10-07,"16:18:00",0.426,"0.154","242.780","1.800","0.000","1.000","1.000"
2009-10-07,"16:19:00",0.432,"0.144","242.650","1.800","0.000","1.000","1.000"
2009-10-07,"16:20:00",0.408,"0.108","241.980","1.800","0.000","0.000","0.000"
2009-10-07,"16:21:00",0.442,"0.112","242.110","1.800","0.000","1.000","1.000"
2009-10-07,"16:22:00",0.468,"0.108","242.620","2.000","0.000","2.000","1.000"
2009-10-07,"16:23:00",0.464,"0.104","241.250","2.000","0.000","1.000","0.000"
2009-10-07,"16:24:00",0.46,"0.112","240.800","2.000","0.000","2.000","1.000"
2009-10-07,"16:25:00",0.424,"0.142","240.870","1.800","0.000","1.000","0.000"
2009-10-07,"16:26:00",0.6,"0.168","241.260","2.600","0.000","4.000","1.000"
2009-10-07,"16:27:00",0.554,"0.158","241.530","2.400","0.000","3.000","1.000"
2009-10-07,"16:28:00",0.548,"0.158","241.400","2.400","0.000","3.000","0.000"
2009-10-07,"16:29:00",0.542,"0.156","240.820","2.200","0.000","3.000","1.000"
2009-10-07,"16:30:00",0.448,"0.092","240.900","2.000","0.000","2.000","1.000"
2009-10-07,"16:31:00",0.336,"0.000","242.450","1.600","0.000","1.000","0.000"
2009-10-07,"16:32:00",0.364,"0.106","242.550","1.600","0.000","1.000","1.000"
2009-10-07,"16:33:00",0.366,"0.102","241.950","1.600","0.000","2.000","1.000"
2009-10-07,"16:34:00",0.368,"0.102","242.010","1.600","0.000","1.000","0.000"
2009-10-07,"16:35:00",0.368,"0.104","242.670","1.600","0.000","2.000","1.000"
2009-10-07,"16:36:00",0.372,"0.104","242.790","1.600","0.000","1.000","1.000"
2009-10-07,"16:37:00",0.37,"0.106","242.940","1.600","0.000","2.000","0.000"
2009-10-07,"16:38:00",0.366,"0.104","242.250","1.600","0.000","1.000","1.000"
2009-10-07,"16:39:00",0.364,"0.102","241.730","1.600","0.000","2.000","1.000"
2009-10-07,"16:40:00",0.366,"0.104","242.680","1.600","0.000","1.000","0.000"
2009-10-07,"16:41:00",0.366,"0.104","242.850","1.600","0.000","2.000","1.000"
2009-10-07,"16:42:00",0.362,"0.104","242.450","1.600","0.000","1.000","1.000"
2009-10-07,"16:43:00",0.364,"0.104","242.660","1.600","0.000","1.000","0.000"
2009-10-07,"16:44:00",0.362,"0.104","242.760","1.600","0.000","2.000","1.000"
2009-10-07,"16:45:00",0.364,"0.104","243.110","1.600","0.000","1.000","1.000"
2009-10-07,"16:46:00",0.754,"0.216","242.730","3.400","0.000","2.000","6.000"
2009-10-07,"16:47:00",1.076,"0.352","242.110","4.600","0.000","1.000","12.000"
2009-10-07,"16:48:00",1.218,"0.490","241.500","5.400","0.000","1.000","12.000"
2009-10-07,"16:49:00",1.23,"0.506","241.570","5.400","0.000","2.000","12.000"
2009-10-07,"16:50:00",1.026,"0.462","242.430","4.800","0.000","1.000","9.000"
2009-10-07,"16:51:00",0.53,"0.346","242.710","2.600","0.000","1.000","1.000"
2009-10-07,"16:52:00",0.518,"0.330","239.670","2.600","0.000","2.000","1.000"
2009-10-07,"16:53:00",0.514,"0.332","239.750","2.400","0.000","1.000","0.000"
2009-10-07,"16:54:00",0.516,"0.332","240.020","2.400","0.000","1.000","1.000"
2009-10-07,"16:55:00",0.516,"0.334","240.260","2.400","0.000","1.000","1.000"
2009-10-07,"16:56:00",0.828,"0.354","239.370","3.800","0.000","2.000","0.000"
2009-10-07,"16:57:00",0.8,"0.320","238.870","3.600","0.000","1.000","1.000"
2009-10-07,"16:58:00",1.444,"0.372","238.380","7.200","0.000","11.000","0.000"
2009-10-07,"16:59:00",2.674,"0.354","237.650","11.200","0.000","37.000","1.000"
2009-10-07,"17:00:00",2.16,"0.372","238.150","10.000","0.000","29.000","1.000"
2009-10-07,"17:01:00",2.616,"0.300","237.010","11.000","0.000","37.000","0.000"
2009-10-07,"17:02:00",2.056,"0.240","237.480","9.400","0.000","28.000","1.000"
2009-10-07,"17:03:00",2.572,"0.224","237.660","10.800","0.000","37.000","1.000"
2009-10-07,"17:04:00",2.58,"0.242","237.470","10.800","0.000","38.000","0.000"
2009-10-07,"17:05:00",2.508,"0.144","237.050","10.600","0.000","36.000","1.000"
2009-10-07,"17:06:00",2.496,"0.142","237.230","10.400","0.000","37.000","0.000"
2009-10-07,"17:07:00",2.51,"0.128","238.340","10.400","0.000","38.000","1.000"
2009-10-07,"17:08:00",2.524,"0.148","238.690","10.600","0.000","37.000","1.000"
2009-10-07,"17:09:00",2.504,"0.126","238.240","10.400","0.000","37.000","0.000"
2009-10-07,"17:10:00",2.52,"0.146","238.520","10.600","0.000","37.000","1.000"
2009-10-07,"17:11:00",2.52,"0.130","239.230","10.400","0.000","38.000","1.000"
2009-10-07,"17:12:00",2.518,"0.146","238.650","10.400","0.000","37.000","0.000"
2009-10-07,"17:13:00",2.506,"0.126","238.280","10.400","0.000","37.000","1.000"
2009-10-07,"17:14:00",2.504,"0.142","237.860","10.400","0.000","37.000","0.000"
2009-10-07,"17:15:00",1.316,"0.140","239.080","5.400","0.000","18.000","1.000"
2009-10-07,"17:16:00",2.356,"0.146","238.890","10.000","0.000","34.000","1.000"
2009-10-07,"17:17:00",2.508,"0.122","238.070","10.400","0.000","37.000","0.000"
2009-10-07,"17:18:00",1.962,"0.226","237.340","8.600","0.000","28.000","1.000"
2009-10-07,"17:19:00",1.872,"0.258","238.070","8.200","0.000","24.000","1.000"
2009-10-07,"17:20:00",2.608,"0.264","237.340","11.000","0.000","37.000","0.000"
2009-10-07,"17:21:00",1.762,"0.262","238.420","7.800","0.000","24.000","1.000"
2009-10-07,"17:22:00",2.096,"0.274","238.220","9.200","0.000","28.000","1.000"
2009-10-07,"17:23:00",2.456,"0.252","237.770","10.400","0.000","35.000","0.000"
2009-10-07,"17:24:00",1.432,"0.288","239.470","6.000","0.000","18.000","1.000"
2009-10-07,"17:25:00",2.576,"0.258","238.700","10.800","0.000","36.000","0.000"
2009-10-07,"17:26:00",1.442,"0.282","238.530","6.000","0.000","18.000","1.000"
2009-10-07,"17:27:00",2.436,"0.246","236.460","10.400","0.000","33.000","1.000"
2009-10-07,"17:28:00",1.782,"0.270","237.290","7.800","0.000","24.000","0.000"
2009-10-07,"17:29:00",2.07,"0.254","237.200","9.000","0.000","28.000","1.000"
2009-10-07,"17:30:00",2.092,"0.268","237.440","9.200","0.000","29.000","1.000"
2009-10-07,"17:31:00",1.766,"0.258","237.500","7.800","0.000","22.000","0.000"
2009-10-07,"17:32:00",2.25,"0.208","236.370","9.800","0.000","33.000","1.000"
2009-10-07,"17:33:00",1.456,"0.130","237.240","6.200","0.000","18.000","0.000"
2009-10-07,"17:34:00",2.248,"0.134","237.250","9.600","0.000","34.000","1.000"
2009-10-07,"17:35:00",1.426,"0.138","238.520","6.000","0.000","18.000","1.000"
2009-10-07,"17:36:00",2.226,"0.132","237.010","9.600","0.000","33.000","0.000"
2009-10-07,"17:37:00",1.428,"0.132","237.230","6.200","0.000","19.000","1.000"
2009-10-07,"17:38:00",2.2,"0.130","236.600","9.400","0.000","33.000","1.000"
2009-10-07,"17:39:00",1.498,"0.198","237.880","6.400","0.000","18.000","0.000"
2009-10-07,"17:40:00",2.156,"0.240","238.380","9.400","0.000","31.000","1.000"
2009-10-07,"17:41:00",1.686,"0.236","238.330","7.400","0.000","21.000","0.000"
2009-10-07,"17:42:00",2.26,"0.252","237.690","9.800","0.000","24.000","1.000"
2009-10-07,"17:43:00",2.532,"0.242","237.620","11.000","0.000","28.000","1.000"
2009-10-07,"17:44:00",1.914,"0.258","238.650","8.000","0.000","18.000","0.000"
2009-10-07,"17:45:00",2.514,"0.244","237.920","10.800","0.000","28.000","1.000"
2009-10-07,"17:46:00",2.176,"0.250","237.740","9.400","0.000","21.000","1.000"
2009-10-07,"17:47:00",2.274,"0.246","237.950","9.800","0.000","25.000","0.000"
2009-10-07,"17:48:00",2.47,"0.248","238.070","10.600","0.000","27.000","1.000"
2009-10-07,"17:49:00",1.95,"0.294","238.100","8.200","0.000","17.000","1.000"
2009-10-07,"17:50:00",2.55,"0.374","237.850","11.000","0.000","27.000","0.000"
2009-10-07,"17:51:00",2.27,"0.374","238.180","9.800","0.000","22.000","1.000"
2009-10-07,"17:52:00",2.104,"0.376","237.920","9.000","0.000","19.000","0.000"
2009-10-07,"17:53:00",2.324,"0.370","237.840","10.400","0.000","23.000","1.000"
2009-10-07,"17:54:00",2.112,"0.366","238.180","9.200","0.000","18.000","1.000"
2009-10-07,"17:55:00",2.17,"0.274","238.450","9.400","0.000","23.000","0.000"
2009-10-07,"17:56:00",2.26,"0.272","238.150","10.000","0.000","23.000","1.000"
2009-10-07,"17:57:00",1.27,"0.292","239.240","5.400","0.000","7.000","1.000"
2009-10-07,"17:58:00",1.696,"0.274","238.410","7.400","0.000","13.000","0.000"
2009-10-07,"17:59:00",3.06,"0.370","236.140","13.400","0.000","27.000","8.000"
2009-10-07,"18:00:00",2.78,"0.400","236.350","12.400","0.000","22.000","12.000"
2009-10-07,"18:01:00",2.878,"0.408","236.140","12.400","0.000","21.000","12.000"
2009-10-07,"18:02:00",2.534,"0.400","236.200","11.000","0.000","17.000","13.000"
2009-10-07,"18:03:00",2.906,"0.394","236.120","12.600","0.000","22.000","12.000"
2009-10-07,"18:04:00",1.168,"0.166","238.210","5.000","0.000","5.000","3.000"
2009-10-07,"18:05:00",1.82,"0.146","237.520","7.600","0.000","17.000","1.000"
2009-10-07,"18:06:00",2.26,"0.128","236.840","10.200","0.000","23.000","0.000"
2009-10-07,"18:07:00",1.544,"0.152","237.310","7.000","0.000","14.000","1.000"
2009-10-07,"18:08:00",1.366,"0.140","237.870","6.000","0.000","9.000","1.000"
2009-10-07,"18:09:00",2.146,"0.144","237.040","9.200","0.000","22.000","0.000"
2009-10-07,"18:10:00",2.104,"0.132","237.310","9.400","0.000","22.000","1.000"
2009-10-07,"18:11:00",2.142,"0.148","237.500","9.400","0.000","22.000","0.000"
2009-10-07,"18:12:00",1.122,"0.146","238.530","4.600","0.000","4.000","1.000"
2009-10-07,"18:13:00",1.092,"0.164","238.930","4.600","0.000","5.000","1.000"
2009-10-07,"18:14:00",1.05,"0.148","238.700","4.400","0.000","5.000","0.000"
2009-10-07,"18:15:00",1.082,"0.162","237.860","4.600","0.000","5.000","1.000"
2009-10-07,"18:16:00",1.042,"0.146","238.160","4.400","0.000","4.000","1.000"
2009-10-07,"18:17:00",1.082,"0.164","238.060","4.600","0.000","5.000","0.000"
2009-10-07,"18:18:00",1.06,"0.146","238.540","4.400","0.000","5.000","1.000"
2009-10-07,"18:19:00",1.072,"0.154","238.430","4.400","0.000","4.000","0.000"
2009-10-07,"18:20:00",0.882,"0.110","238.570","3.800","0.000","1.000","1.000"
2009-10-07,"18:21:00",1,"0.240","238.960","4.200","0.000","2.000","1.000"
2009-10-07,"18:22:00",0.974,"0.236","239.070","4.200","0.000","1.000","0.000"
2009-10-07,"18:23:00",0.992,"0.240","239.070","4.200","0.000","2.000","1.000"
2009-10-07,"18:24:00",0.97,"0.236","238.930","4.200","0.000","1.000","1.000"
2009-10-07,"18:25:00",0.986,"0.240","238.610","4.200","0.000","1.000","0.000"
2009-10-07,"18:26:00",0.96,"0.234","238.220","4.000","0.000","1.000","1.000"
2009-10-07,"18:27:00",0.98,"0.238","238.200","4.200","0.000","2.000","1.000"
2009-10-07,"18:28:00",0.922,"0.170","238.530","3.800","0.000","1.000","0.000"
2009-10-07,"18:29:00",1.002,"0.218","238.610","4.200","0.000","0.000","1.000"
2009-10-07,"18:30:00",0.966,"0.218","238.310","4.200","0.000","0.000","0.000"
2009-10-07,"18:31:00",0.992,"0.224","238.940","4.200","0.000","0.000","1.000"
2009-10-07,"18:32:00",0.976,"0.224","240.020","4.200","0.000","0.000","1.000"
2009-10-07,"18:33:00",0.994,"0.228","239.840","4.200","0.000","0.000","0.000"
2009-10-07,"18:34:00",0.972,"0.222","239.470","4.200","0.000","0.000","1.000"
2009-10-07,"18:35:00",0.908,"0.108","239.300","3.800","0.000","1.000","1.000"
2009-10-07,"18:36:00",0.882,"0.090","239.450","3.600","0.000","0.000","0.000"
2009-10-07,"18:37:00",0.906,"0.096","239.850","3.800","0.000","0.000","1.000"
2009-10-07,"18:38:00",0.878,"0.092","239.870","3.600","0.000","0.000","1.000"
2009-10-07,"18:39:00",0.892,"0.094","239.340","3.800","0.000","0.000","0.000"
2009-10-07,"18:40:00",0.88,"0.088","239.390","3.600","0.000","0.000","1.000"
2009-10-07,"18:41:00",0.97,"0.098","241.290","4.000","0.000","1.000","1.000"
2009-10-07,"18:42:00",1.102,"0.090","241.070","4.600","0.000","0.000","0.000"
2009-10-07,"18:43:00",1.138,"0.138","240.710","4.800","0.000","0.000","1.000"
2009-10-07,"18:44:00",1.19,"0.272","240.210","5.000","0.000","0.000","0.000"
2009-10-07,"18:45:00",1.186,"0.172","240.450","5.000","0.000","0.000","1.000"
2009-10-07,"18:46:00",1.146,"0.174","240.490","4.800","0.000","0.000","1.000"
2009-10-07,"18:47:00",1.136,"0.170","240.630","4.800","0.000","1.000","0.000"
2009-10-07,"18:48:00",1.15,"0.174","240.430","4.800","0.000","0.000","1.000"
2009-10-07,"18:49:00",1.126,"0.168","239.930","4.600","0.000","0.000","1.000"
2009-10-07,"18:50:00",1.11,"0.174","239.640","4.600","0.000","0.000","0.000"
2009-10-07,"18:51:00",0.962,"0.000","240.150","4.000","0.000","0.000","1.000"
2009-10-07,"18:52:00",0.926,"0.098","239.550","3.800","0.000","1.000","1.000"
2009-10-07,"18:53:00",0.91,"0.116","239.560","3.800","0.000","0.000","0.000"
2009-10-07,"18:54:00",0.924,"0.120","239.300","3.800","0.000","0.000","1.000"
2009-10-07,"18:55:00",0.9,"0.116","239.670","3.800","0.000","0.000","1.000"
2009-10-07,"18:56:00",0.896,"0.108","239.600","3.800","0.000","0.000","0.000"
2009-10-07,"18:57:00",0.876,"0.102","239.400","3.600","0.000","0.000","1.000"
2009-10-07,"18:58:00",0.934,"0.188","239.100","4.000","0.000","1.000","0.000"
2009-10-07,"18:59:00",1.372,"0.178","238.770","5.800","0.000","0.000","1.000"
2009-10-07,"19:00:00",1.612,"0.108","238.480","6.800","0.000","0.000","1.000"
2009-10-07,"19:01:00",1.584,"0.102","237.970","6.600","0.000","0.000","0.000"
2009-10-07,"19:02:00",1.288,"0.102","238.510","5.400","0.000","0.000","1.000"
2009-10-07,"19:03:00",1.054,"0.094","239.050","4.400","0.000","0.000","1.000"
2009-10-07,"19:04:00",1.072,"0.098","238.960","4.400","0.000","0.000","0.000"
2009-10-07,"19:05:00",1.048,"0.092","238.510","4.400","0.000","0.000","1.000"
2009-10-07,"19:06:00",1.01,"0.000","238.140","4.200","0.000","1.000","1.000"
2009-10-07,"19:07:00",1.814,"0.104","237.280","7.600","0.000","0.000","10.000"
2009-10-07,"19:08:00",1.92,"0.110","237.210","8.000","0.000","0.000","12.000"
2009-10-07,"19:09:00",1.944,"0.100","236.490","8.200","0.000","0.000","12.000"
